,postcode,jaar,aantal_loontrekkenden,aantal_werkzoekende,aantal_zelfstandigen,inactieven,belastingplichtigen,gemiddeld_netto_belastbaar_inkomen_per_persoon,opbrengst_aanvullende_personenbelasting_per_belast,aantal_inwoners,dichtheid,bibliotheek_bezocht,boek_gelezen,museum_bezocht,park_bezocht,restaurant_of_cafe_bezocht,televisie_gekeken,voorstelling_bezocht,sport_beoefend,regelmatig_de_fiets_naar_werk_school,al_aso,al_bso,al_kso,al_tso,al_deel_bso,al_basis_binnen_a,al_basis_buiten_a,al_buso,al_so_geen_vertraging,al_so_vertraging,al_so_meer_vertraging,al_a_stroom,al_b_stroom,al_so_binnen_a,al_so_buiten_a,kotdichtheid,plaatsen_buurtparkings,plaatsen_fietsenstallingen,opp_sportterreinen,opp_gebruiksgroen_en_pleinen,opp_speelterreinen,plaatsen_velo_stations
10,2000,2016,0.40047573424956223,0.0981201889722158,0.13921834219828869,0.36218573457993325,0.9219442015289571,20123.0,416.0,35449,5827,21.5,61.6,49.9,73.1,94.6,90.2,50.1,58.0,39.0,0.37267080745341613,0.22608695652173913,0.07701863354037267,0.19503105590062111,0.06086956521739131,0.9533651298357181,0.04663487016428193,0.06832298136645963,0.5507389162561577,0.3103448275862069,0.13891625615763548,0.8380681818181818,0.16193181818181818,0.8792672772689425,0.12073272273105745,8.8,0.008039719032976953,0.00141047702332929,0.0014647969127764982,0.07762678855082718,0.0018382274607185735,0.042568196564077974
11,2000,2017,0.3972866971002379,0.09245804667909728,0.13968366231595192,0.3705715939047129,0.9230044345898004,20460.0,417.0,36080,5931,24.7,67.1,50.5,71.1,93.5,89.9,51.0,58.9,50.3,0.36034912718204487,0.23690773067331672,0.08229426433915212,0.20199501246882792,0.04488778054862843,0.9504528502930207,0.049547149706979224,0.07356608478802992,0.5547877591312932,0.3188548864758144,0.1263573543928924,0.8567251461988304,0.14327485380116958,0.8956594323873122,0.10434056761268781,9.17,0.00789911308203991,0.0027161862527716185,0.0014647969127764982,0.0830164167327908,0.002030312097855754,0.04880820399113082
12,2000,2018,0.3971770365212988,0.09218937907462497,0.1409582884992721,0.3696752959048041,0.9156041451901688,20934.0,426.0,36862,6059,19.8,58.3,52.1,75.5,94.1,88.2,50.3,66.2,40.6,0.35193621867881547,0.2528473804100228,0.07972665148063782,0.20045558086560364,0.05580865603644647,0.9558441558441558,0.04415584415584416,0.05922551252847381,0.5441988950276243,0.3388581952117864,0.11694290976058933,0.869942196531792,0.13005780346820808,0.8971742543171115,0.10282574568288853,9.09,0.007731539254516847,0.004096359394498399,0.0014647969127764982,0.08582494007921043,0.0022901199929917064,0.04712169714068688
13,2000,2019,0.3970831125931004,0.09190065131353423,0.1421670977593568,0.36884913833400856,0.9147098154586788,21407.0,435.0,37390,6146,,,,,,,,,,,,,,,,,,,,,,,,,,0.007622358919497192,0.004038512971382723,0.0014647969127764982,0.08758418593980767,0.0023701408246935797,0.05022733351163413
14,2000,2020,0.39696132596685085,0.0916513198281154,0.14333947206875383,0.3680478821362799,0.9133322789814962,21881.0,445.0,37938,6236,,,,,,,,,,,,,,,,,,,,,,,,,,0.008461173493594813,,0.0014897384707095497,0.09900689985735495,0.0027283293094543457,0.0525067214929622
15,2018,2006,0.3012056671045224,0.08324732595233628,0.10703227622443236,0.5085147307187089,0.7888690904955075,12078.0,277.0,52754,10124,,,,,,,,,,0.45717344753747324,0.22109207708779444,0.03907922912205567,0.19700214132762311,0.03640256959314775,0.9822113707708406,0.0177886292291594,0.04925053533190578,0.5625482625482625,0.27606177606177607,0.1613899613899614,0.8387096774193549,0.16129032258064516,0.9512874043145442,0.04871259568545581,,,,0.0006084391874641591,0.06261739705963977,0.0014476590323382011,
16,2018,2007,0.31310302630959663,0.06989222007812868,0.11015672800866004,0.5068480256036146,0.7994752131946397,12601.0,286.0,53355,10240,,,,,,,,,,0.4502702702702703,0.22594594594594594,0.03891891891891892,0.20864864864864865,0.032432432432432434,0.9817493112947658,0.01825068870523416,0.04378378378378378,0.5606060606060606,0.290986790986791,0.14840714840714841,0.828838174273859,0.17116182572614108,0.9509565217391305,0.049043478260869564,,,,0.0006380067592121807,0.06329380326268055,0.001465322776499357,
17,2018,2008,0.3232454210757867,0.06152314353856485,0.11510408224697247,0.500127353138676,0.8100925925925926,13124.0,295.0,54000,10363,,,,,,,,,,0.4402379664683613,0.22498647917793402,0.038939967550027044,0.21254732287723094,0.04002163331530557,0.9817218995558592,0.018278100444140757,0.04326663061114116,0.5637293469708891,0.28481510621557826,0.15145554681353265,0.8291925465838509,0.17080745341614906,0.9540229885057471,0.04597701149425287,,,,0.0006675743309602024,0.06397020946572134,0.0014829865206605127,
18,2018,2009,0.3254611546363821,0.06102819986001671,0.11428958479149263,0.49922106071210853,0.8019163542176094,13146.0,289.0,55209,10595,,,,,,,,,,0.4578774617067834,0.21717724288840262,0.030634573304157548,0.2100656455142232,0.038840262582056896,0.9836657496561211,0.016334250343878955,0.04540481400437637,0.5889813713832739,0.27625842251288146,0.13476020610384462,0.8312236286919831,0.16877637130801687,0.955024595924104,0.044975404075895994,,,,0.0006969499054890809,0.06464642367154297,0.0015006502648216686,
19,2018,2010,0.31918621203162295,0.07448043273547511,0.11168779975034492,0.494645555482557,0.8176380781320162,13280.0,288.0,55675,10685,30.7,69.2,44.6,81.5,90.8,83.6,50.9,54.5,40.3,0.46494464944649444,0.2282551396942541,0.03584607274644175,0.1823932525039536,0.04322614654717976,0.9818390052356021,0.018160994764397906,0.04533473906167633,0.5848984285166731,0.26753545419701036,0.1475661172863166,0.8413865546218487,0.15861344537815125,0.9488054607508533,0.051194539249146756,,,,0.0007265174772371026,0.06532282987458375,0.0015185060062019673,
20,2018,2011,0.31784835980159226,0.06875494977283148,0.10870743195364929,0.504689258471927,0.809433962264151,13621.0,299.0,56710,10884,32.7,68.6,46.8,80.5,90.6,87.2,48.9,53.0,46.9,0.4532520325203252,0.23221544715447154,0.04522357723577236,0.17530487804878048,0.04573170731707317,0.9809290953545232,0.019070904645476772,0.048272357723577235,0.5787504676393566,0.285447063224841,0.13580246913580246,0.8434873949579832,0.1565126050420168,0.945757071547421,0.05424292845257903,,,,0.0007560850489851242,0.06599923607762453,0.001536169750363123,
21,2018,2012,0.32093543467208946,0.06712760549059481,0.10800203355363498,0.5039349262836808,0.7679548707586091,14059.0,321.0,59385,11397,29.2,68.8,41.3,79.8,89.1,87.0,47.9,57.3,50.9,0.46045340050377837,0.22921914357682618,0.043828715365239294,0.16675062972292193,0.0473551637279597,0.9812131826142334,0.018786817385766597,0.05239294710327456,0.5771535580524345,0.2883895131086142,0.1344569288389513,0.845350052246604,0.15464994775339602,0.9454844006568145,0.05451559934318555,,,,0.0007856526207331458,0.06667545028344617,0.0015538334945242789,
22,2018,2013,0.32002389724186,0.07077566464203923,0.10903116598625909,0.5001692721298416,0.7674407040922878,14403.0,331.0,60333,11579,27.6,63.3,43.8,78.9,92.1,86.4,48.9,58.9,46.6,0.4811320754716981,0.21549155908639522,0.0407149950347567,0.15888778550148958,0.0506454816285998,0.9801593501015466,0.019840649898453366,0.05312810327706058,0.5990444689452408,0.2822491730981257,0.11870635795663359,0.876008064516129,0.12399193548387097,0.9428109854604201,0.05718901453957997,,0.0015745943347753302,0.001160227404571296,0.000844403769790903,0.0677083953224355,0.0015981848521463113,0.012961397576782193
23,2018,2014,0.31915810927334015,0.07378302108646233,0.10913616053931174,0.49792270910088576,0.7725492124371015,14757.0,336.0,61011,11709,28.3,70.7,49.4,83.1,92.1,85.6,51.2,64.6,49.1,0.5028190671450539,0.19682214249103025,0.04100461301896463,0.16145566376217324,0.044079958995386984,0.9817351598173516,0.0182648401826484,0.053818554587391085,0.6088082901554405,0.28275351591413767,0.10843819393042191,0.857,0.143,0.9439160380452607,0.05608396195473926,1.7,0.0025733064529347167,0.0011473340872957336,0.0008566915918160548,0.06807683798597092,0.0015981848521463113,0.015210371900149153
24,2018,2015,0.3232518988332942,0.0722731187847467,0.10956463863440608,0.49491034374755305,0.7757513359807815,15017.0,342.0,61191,11744,26.1,67.0,46.8,83.0,91.1,84.6,45.8,60.9,54.5,0.47639902676399026,0.2024330900243309,0.04282238442822384,0.18442822384428223,0.035523114355231145,0.9843726060977478,0.015627393902252183,0.058394160583941604,0.6133523741520885,0.28525526597643697,0.10139235987147448,0.8686058174523571,0.13139418254764293,0.9383539879250079,0.061646012074992054,1.58,0.0027291595169224234,0.0012256704417316273,0.0008566915918160548,0.06827113917174363,0.0015922329383528783,0.015737608471834093
25,2018,2016,0.3252197039777983,0.06999691643539932,0.1123959296947271,0.4923874498920752,0.768845450985511,15298.0,352.0,61288,11762,32.7,70.4,49.2,82.3,86.2,88.2,51.7,62.7,51.0,0.49093511450381677,0.21040076335877864,0.04103053435114504,0.17223282442748092,0.030534351145038167,0.983197093551317,0.016802906448683014,0.05486641221374046,0.6254454739843193,0.2690662865288667,0.10548823948681398,0.882172131147541,0.11782786885245902,0.9394321766561514,0.06056782334384858,1.57,0.003834355828220859,0.003410129225949615,0.0008566915918160548,0.06839401739199515,0.0015922329383528783,0.016349040595222557
26,2018,2017,0.32632281755967285,0.06845453365233034,0.11055472097034441,0.4946679278176524,0.7919081750942903,15641.0,357.0,61247,11754,29.6,69.4,47.6,83.4,91.1,81.9,49.2,65.8,52.3,0.5105162523900574,0.18403441682600383,0.04063097514340344,0.1725621414913958,0.036806883365200764,0.9823503456390645,0.01764965436093543,0.055449330783938815,0.6465067778936392,0.26312130691692737,0.09037191518943344,0.8872832369942196,0.11271676300578035,0.9415024630541872,0.058497536945812806,1.36,0.005551292308194687,0.004294087873691773,0.0008566915918160548,0.0702665662702968,0.0016031767798440292,0.017764135386223
27,2018,2018,0.3275025002272934,0.0681698336212383,0.11064642240203655,0.4936812437494318,0.8056376411872865,15957.0,365.0,60912,11690,31.2,69.1,47.5,83.2,89.3,85.5,52.0,62.3,47.4,0.5004757373929591,0.192197906755471,0.0461465271170314,0.181255946717412,0.031874405328258804,0.9841707812953819,0.015829218704618064,0.04804947668886775,0.6522619851451722,0.2663740715732613,0.08136394328156651,0.8822463768115942,0.11775362318840579,0.9405372773920918,0.05946272260790824,1.48,0.005319148936170213,0.0031685053848174416,0.0010335210306467557,0.07100037964186133,0.0016648078871889314,0.01901103230890465
28,2018,2019,0.328619072247686,0.0678782258208343,0.11075243887214424,0.4927502630593355,0.8176427959681138,16272.0,372.0,60716,11652,,,,,,,,,,,,,,,,,,,,,,,,,,0.005632782133210356,0.0031787337769286516,0.0010335210306467557,0.07230154479599343,0.0017273989806295485,0.022185255945714473
29,2018,2020,0.32970532652061313,0.06761391474767271,0.1108350248477637,0.4918457338839504,0.8248193166885677,16588.0,380.0,60880,11684,,,,,,,,,,,,,,,,,,,,,,,,,,0.005617608409986859,,0.0010335210306467557,0.07219229837830106,0.0017273989806295485,0.02049934296977661
30,2020,2006,0.3032028816199377,0.10397196261682243,0.04614485981308411,0.5466802959501558,0.7953789823660621,12084.0,238.0,23761,3203,,,,,,,,,,0.24462640736949848,0.34186284544524054,0.01842374616171955,0.24257932446264074,0.062436028659160696,0.9682486631016043,0.031751336898395724,0.09007164790174002,0.41653290529695025,0.34831460674157305,0.23515248796147672,0.7077244258872651,0.29227557411273486,0.9436524100475221,0.05634758995247793,,,,0.001232206595437472,0.17778365910870222,0.002669462557144125,
31,2020,2007,0.3155475130826038,0.0904778207071942,0.04792879150975693,0.5460458747004451,0.8060056799198129,12410.0,241.0,23944,3227,,,,,,,,,,0.24743326488706366,0.364476386036961,0.02053388090349076,0.2053388090349076,0.060574948665297744,0.9662487945998072,0.033751205400192864,0.10164271047227925,0.4052132701421801,0.358609794628752,0.23617693522906794,0.7593984962406015,0.24060150375939848,0.9276872964169381,0.07231270358306188,,,,0.001281112779690494,0.17829806556234276,0.002684108940449067,
32,2020,2008,0.32252469284509755,0.08181161165984101,0.049674777162129605,0.5459889183329318,0.8213210115928875,12863.0,245.0,24239,3267,,,,,,,,,,0.2504970178926441,0.37077534791252487,0.016898608349900597,0.20178926441351888,0.05765407554671968,0.9702786377708978,0.029721362229102165,0.10238568588469185,0.3984848484848485,0.35984848484848486,0.24166666666666667,0.7108655616942909,0.289134438305709,0.9429296131896006,0.05707038681039949,,,,0.0013300189639435162,0.17881247201598327,0.002698627963899183,
33,2020,2009,0.32174156255826963,0.08288271489837777,0.04992541487973149,0.5454503076636211,0.8088707090150786,12649.0,231.0,24936,3361,,,,,,,,,,0.25757575757575757,0.3645833333333333,0.01231060606060606,0.20075757575757575,0.06723484848484848,0.9717754172989378,0.028224582701062217,0.09753787878787878,0.38848396501457727,0.3739067055393586,0.23760932944606414,0.7097345132743362,0.2902654867256637,0.9385644768856448,0.06143552311435523,,,,0.0013787977883417128,0.17932675110976895,0.0027131469873492987,
34,2020,2010,0.3080027204715484,0.10501020176830651,0.04905917025617774,0.5379279075039674,0.8075373311211187,12329.0,223.0,25314,3412,27.6,66.1,38.6,77.1,91.8,93.3,38.7,50.7,26.6,0.25203989120580234,0.3617407071622847,0.011786038077969175,0.2230281051677244,0.05983680870353581,0.9681998864281658,0.03180011357183418,0.09156844968268359,0.3976157082748948,0.38288920056100983,0.21949509116409538,0.6810035842293907,0.31899641577060933,0.9367311072056239,0.0632688927943761,,,,0.001427703972594735,0.17984115756340946,0.002727666010799415,
35,2020,2011,0.30345567718394506,0.091908134792874,0.045546254561064606,0.5590899334621163,0.7931422802112458,12518.0,232.0,25752,3471,27.1,56.3,28.1,81.7,89.5,96.0,37.5,50.1,24.5,0.2542372881355932,0.37542372881355934,0.019491525423728815,0.2076271186440678,0.05593220338983051,0.9663281667557456,0.03367183324425441,0.08728813559322034,0.40053763440860213,0.36626344086021506,0.23319892473118278,0.7094339622641509,0.29056603773584905,0.9369627507163324,0.06303724928366762,,,,0.0014766101568477572,0.18035556401704997,0.0027421850342495306,
36,2020,2012,0.30352372471695716,0.09142178688037994,0.04549887630920579,0.5595556120934572,0.758109430270189,12685.0,239.0,26574,3582,27.9,58.0,32.8,76.5,85.1,98.8,36.3,46.5,24.7,0.2552,0.3848,0.0168,0.1912,0.0664,0.9690747782002535,0.030925221799746515,0.0856,0.40280433397068194,0.38049713193116635,0.21669853409815168,0.7045045045045045,0.2954954954954955,0.9427027027027027,0.057297297297297295,,,,0.0015255163411007793,0.18086984311083565,0.0027567040576996467,
37,2020,2013,0.29860910479177843,0.09488629328490651,0.04606050600520038,0.5604440959181146,0.7499907458819175,12823.0,237.0,27015,3641,23.7,54.1,31.4,78.2,85.2,93.3,39.4,47.3,,0.24786986831913246,0.38342370255615804,0.016266460108443067,0.19907048799380325,0.05731990704879938,0.9679170779861797,0.032082922013820334,0.09604957397366383,0.4092827004219409,0.38637733574442434,0.20433996383363473,0.6666666666666666,0.3333333333333333,0.9439347604485219,0.05606523955147808,,0.007218212104386452,,0.0019750966286350715,0.1816845641021549,0.0027887987411156926,
38,2020,2014,0.29262719817210003,0.09926965604471827,0.045534293524827615,0.5625688522583541,0.7559904005907329,12873.0,237.0,27085,3651,33.7,63.6,32.6,84.7,88.2,96.1,38.9,60.1,34.8,0.23635003739715782,0.3754674644727001,0.013462976813762155,0.2206432311144353,0.06207928197456993,0.9661870503597122,0.03381294964028777,0.09199700822737472,0.41875364006988935,0.38380896913220736,0.19743739079790332,0.6676923076923077,0.3323076923076923,0.9378060724779628,0.062193927522037215,0.61,0.0071995569503415175,,0.0010370912978446857,0.18177053200416216,0.0027887987411156926,0.0013291489754476647
39,2020,2015,0.2946378099006703,0.09727045142534119,0.046151982556731,0.5619397561172575,0.7444310765977615,12567.0,236.0,27429,3697,26.5,66.3,37.9,84.1,87.6,97.0,37.1,53.4,37.4,0.21839887640449437,0.40870786516853935,0.014747191011235955,0.21769662921348315,0.04985955056179775,0.965864833906071,0.03413516609392898,0.09058988764044944,0.4165733482642777,0.40369540873460247,0.1797312430011198,0.7024922118380063,0.29750778816199375,0.9362101313320825,0.06378986866791744,0.44,0.007109263917751285,,0.0017592216747057158,0.18177053200416216,0.0027887987411156926,0.0013124794925079295
40,2020,2016,0.29497595085081446,0.09930883957802837,0.04514773048785417,0.5605674790833031,0.7514319283301513,12673.0,231.0,27236,3671,31.5,54.2,29.2,79.4,83.5,98.0,37.2,58.8,,0.24331376386170905,0.38747553816046965,0.0182648401826484,0.21526418786692758,0.05283757338551859,0.9660107334525939,0.03398926654740608,0.08284409654272668,0.43262032085561497,0.39786096256684494,0.1695187165775401,0.701095461658842,0.29890453834115804,0.9364653243847875,0.06353467561521253,0.43,0.007159641650756352,,0.0018381847846975746,0.18193495357674197,0.0027887987411156926,0.0026435599941254224
41,2020,2017,0.2930954408235932,0.09644709342828392,0.04497252109296385,0.5654849446551591,0.7596947119752862,12943.0,233.0,27515,3709,29.1,55.9,32.2,83.6,88.2,94.5,41.4,57.2,,0.225625,0.38625,0.02125,0.226875,0.0525,0.9728356890459364,0.027164310954063603,0.0875,0.46236012207527977,0.37538148524923703,0.16225839267548323,0.7419354838709677,0.25806451612903225,0.9331630481055768,0.06683695189442315,0.44,0.0070870434308558964,,0.0018381847846975746,0.18417508606326907,0.0027887987411156926,0.022242413229147738
42,2020,2018,0.29156699700041766,0.09674602270569921,0.04476591866955234,0.5669210616243308,0.7647870948989972,13002.0,232.0,27524,3710,32.8,57.1,38.7,71.6,85.3,91.1,34.6,51.8,33.7,0.24394904458598726,0.36560509554140125,0.01910828025477707,0.22993630573248408,0.056687898089171976,0.9751221679253665,0.024877832074633496,0.08471337579617834,0.46827021494370524,0.3940634595701126,0.13766632548618218,0.7203994293865906,0.2796005706134094,0.9350704826997009,0.06492951730029901,0.48,0.00708472605725912,,0.0018381847846975746,0.18417508606326907,0.0028876299884603414,0.022235140241244004
43,2020,2019,0.29006893981740267,0.09703745108999441,0.044605925097820014,0.5682876839947829,0.7568011424491253,13061.0,232.0,28010,3775,,,,,,,,,,,,,,,,,,,,,,,,,,0.006961799357372367,,0.0018971523974818172,0.18435389929944418,0.0028760402416712137,0.019278828989646554
44,2020,2020,0.28865149630496817,0.09731469964147216,0.04441355088900271,0.569620253164557,0.7626755279236789,13120.0,231.0,27987,3772,,,,,,,,,,,,,,,,,,,,,,,,,,0.006967520634580341,,0.0018971523974818172,0.18485327729021528,0.0028760402416712137,0.019294672526530176
45,2030,2006,0.24324864972994598,0.127625525105021,0.013602720544108821,0.6155231046209242,0.4468047752808989,9040.0,109.0,5696,131,,,,,,,,,,0.15185185185185185,0.37407407407407406,,0.21851851851851853,0.08518518518518518,0.9501187648456056,0.0498812351543943,0.17037037037037037,0.36904761904761907,0.35714285714285715,0.27380952380952384,0.6733333333333333,0.32666666666666666,0.8594470046082949,0.14055299539170507,,,,0.00010892839432630216,0.008355925580216918,0.00013880241291952308,
46,2030,2007,0.2585581957309706,0.10571888844140154,0.01832460732984293,0.617398308497785,0.46076563311969515,9390.0,109.0,5773,133,,,,,,,,,,0.17328519855595667,0.36462093862815886,,0.24187725631768953,0.06498194945848375,0.9477434679334917,0.052256532066508314,0.1552346570397112,0.3841642228739003,0.36656891495601174,0.24926686217008798,0.6830985915492958,0.31690140845070425,0.8341121495327103,0.1658878504672897,,,,0.00011837833898334143,0.008373768701526339,0.00013809112676254164,
47,2030,2008,0.27140643161565287,0.09453700116234018,0.019372336303758234,0.6146842309182488,0.4571622079241449,9183.0,111.0,5906,136,,,,,,,,,,0.18900343642611683,0.3402061855670103,0.01718213058419244,0.23024054982817868,0.07560137457044673,0.9682539682539683,0.031746031746031744,0.14776632302405499,0.3582089552238806,0.3850746268656716,0.25671641791044775,0.6341463414634146,0.36585365853658536,0.850356294536817,0.1496437054631829,,,,0.00012784860610200874,0.008391611822835758,0.00013737984060556018,
48,2030,2009,0.30798394290811776,0.1108385370205174,0.02007136485280999,0.5611061552185549,0.4507763180344651,8950.0,103.0,5861,135,,,,,,,,,,0.19281045751633988,0.34967320261437906,,0.22875816993464052,0.07516339869281045,0.9774590163934426,0.022540983606557378,0.15359477124183007,0.39705882352941174,0.3735294117647059,0.22941176470588234,0.6491228070175439,0.3508771929824561,0.8217592592592593,0.17824074074074073,,,,0.000137298550759048,0.00840943462168355,0.00013666855444857874,
49,2030,2010,0.25591656638588045,0.11432009626955475,0.018050541516245487,0.6117127958283193,0.4689522476823509,9039.0,103.0,5717,131,,,,,,,,,,0.18493150684931506,0.3767123287671233,,0.21575342465753425,0.05136986301369863,0.9776951672862454,0.022304832713754646,0.17123287671232876,0.37142857142857144,0.38571428571428573,0.24285714285714285,0.6642335766423357,0.3357664233576642,0.817351598173516,0.182648401826484,,,,0.0001467484954160873,0.008427277742992971,0.00013595726829159727,
50,2030,2011,0.24296381390005745,0.10281447443997703,0.0170400153168677,0.6371816963430978,0.44606819763395966,8955.0,109.0,5748,132,,,,,,,,,,0.18027210884353742,0.3877551020408163,,0.19727891156462585,0.061224489795918366,0.9772329246935202,0.02276707530647986,0.17346938775510204,0.3805309734513274,0.3805309734513274,0.23893805309734514,0.6953125,0.3046875,0.8100686498855835,0.18993135011441648,,,,0.00015619844007312656,0.008445100541840764,0.00013522565967298778,
51,2030,2012,0.2400785854616896,0.10294695481335953,0.015324165029469547,0.6416502946954813,0.46264164305949007,9444.0,107.0,5648,130,,,,,,,,,,0.17985611510791366,0.4064748201438849,,0.20503597122302158,0.07913669064748201,0.9774696707105719,0.022530329289428077,0.12949640287769784,0.37910447761194027,0.3761194029850746,0.24477611940298508,0.6825396825396826,0.31746031746031744,0.8033573141486811,0.19664268585131894,,,,0.00016566870719179387,0.008462943663150185,0.00013451437351600634,
